id,title,duration_s,entropy_norm,effective_states,self_retention,transition_entropy_norm,detailed_balance_violation,metastability_slem,free_energy_range,heat_capacity,triplet_irreversibility,permutation_entropy,statistical_complexity,hurst_pc1,time_asymmetry_tau1,time_asymmetry_tau5,speed_mean,speed_cv,acceleration_mean,turn_angle_mean,tortuosity,rqa_recurrence_rate,rqa_determinism,rqa_mean_diag,rqa_max_diag,rqa_laminarity,rqa_trapping_time,topo_h1_count,topo_h1_sig_count,topo_h1_total,topo_h1_max,topo_h1_entropy
FNK01,Rythm factory rythm garden raspberry jam sec,30.0,0.4595795880472185,3.5759296446087823,0.5816682292277033,0.3551995395342925,0.10393472401265658,0.6131019749601646,5.616771097024913,0.7058030699114859,0.1225680199744744,0.8636545581192179,0.20315770266702657,0.6607926226317405,0.2058550689843163,-0.0878883850925404,1.644944281454147,0.8327395102754707,2.517167291624259,1.6683985961586476,452.6150922649915,0.17939168218497828,0.32768166089965395,2.228235294117647,9.0,0.37439446366782003,2.314438502673797,30,0,0.8344148248434067,0.0843462347984314,2.9866933528657738
FNK02,Detour,29.999455782312925,0.573455271157451,4.903531292618039,0.4217809181909694,0.47981247257748005,0.18938401048492762,0.34048884063467155,5.7930136077421075,1.1815371457303219,0.22629629974786125,0.920710831204232,0.13410257827221975,0.6488307514724455,0.01963396359299744,-0.1754023555724971,1.8432111139147294,0.7123317120010704,2.8772507128072635,1.698117039633528,747.2750027487705,0.130788330229671,0.23208353108685328,2.1077586206896552,4.0,0.35358329378262926,2.2507552870090635,39,3,2.025996685028076,0.20465588569641113,3.2063122117144576
FNK03,Barriers,30.0,0.6427814976370805,5.942730638609905,0.4201604554865418,0.4901939333011563,0.12564699792960643,0.8590948905355529,5.3230099784975495,0.554242801551189,0.15796745267716247,0.943462078248455,0.10112044283538323,0.6838526015226364,0.031459015345987086,-0.10017789855979609,1.5135438056000539,0.6510236005820597,2.337101055714121,1.706140634224632,254.1650702678908,0.12911235257603973,0.2629807692307692,2.1706349206349205,4.0,0.32788461538461533,2.4014084507042255,37,1,2.223794788122177,0.4349064826965332,3.132155564992503
FNK04,Komiku Helice Awesome Dance Adventure 07 The,30.007891156462584,0.7081001536802517,7.12258342576267,0.34465476834324804,0.46972044679473773,0.2303226969533077,0.7926124966866619,4.867534449815544,0.2556707627542724,0.28287907063896883,0.8862550521972962,0.18899929038643373,0.7768684655808246,0.20461753842680694,0.0445215623020932,2.34857144161555,0.7851358115489941,3.621006280426094,1.727915755132787,461.94066171649484,0.1669149596523898,0.48121978430643353,2.4415094339622643,10.0,0.4947936035701003,2.536701620591039,15,1,0.517756000161171,0.16660183668136597,1.9187493945655005
FNK05,Xenocity Sidekick,29.993832199546485,0.49437326224485467,3.938081719309924,0.5710533126293987,0.3709100567150705,0.1646092132505173,0.6181318832874543,5.888877957690665,1.0031112246448486,0.2028755796186333,0.9033484939520606,0.15604911234097343,0.7270349065472186,0.15529914188420346,-0.13572240936273236,1.9599994436927382,0.8943936534576625,3.017763924300858,1.6220053816532414,163.01312493064842,0.13414028553693358,0.37112447940768156,2.4084084084084085,12.0,0.5356316520129568,2.4575371549893843,36,1,1.1910443902015686,0.18490716814994812,3.2251051946133003
FNK06,04 HoliznaCC0 Make Money,30.0,0.6854545168663762,6.689127606840478,0.45579414374445365,0.49617223411287076,0.14931677018633516,0.6669071172982272,4.229263879909931,0.8887789807382269,0.21032479483438724,0.880487945281279,0.17668995372533333,0.7106995984712141,0.17248415158996147,0.07170423184579088,1.6574029828615364,0.7107882247822063,2.4282442467958596,1.606140185395087,331.8124694385853,0.08559900682805711,0.21682378535170407,2.265151515151515,7.0,0.27447425670775916,2.307926829268293,36,1,1.7919051796197891,0.2277669608592987,3.249585048583488
FNK07,Komiku Helice Awesome Dance Adventure 05 Cap,30.0,0.8629417064090001,10.941713843068404,0.3561723602484467,0.5265538535848568,0.3142468944099374,0.8541257807184165,2.9704144654678717,0.3877281283156413,0.4764023303177415,0.8546153046250448,0.23423211231374338,0.6793503471114938,0.19868048726166357,0.1748437364404537,2.707842634047831,0.6601064042855811,3.771061296842226,1.500633842523225,213.32691177232263,0.09888268156424582,0.29001883239171367,2.418848167539267,12.0,0.3757062146892654,2.220779220779221,18,3,1.2306071668863297,0.33692196011543274,2.1341420791497296
FNK08,Komiku Helice Awesome Dance Adventure 01 An,30.0,0.5249498519190242,4.286497814037539,0.6797235023041464,0.3497345577722213,0.07161640953716679,0.7261563718994005,4.824305715585349,0.7377536959672999,0.09758703463887941,0.7885991760013579,0.25466741220850697,0.8099952461858146,0.20543784580813154,0.01939133282612252,1.464264050846264,0.8936926644199633,2.21170775077585,1.5037799745030458,334.6266303599612,0.06623215394165115,0.24273664479850038,2.3125,9.0,0.21696344892221173,2.3034825870646767,35,2,1.8537052422761917,0.18237090110778809,3.1171441629141228
FNK09,Komiku Helice Awesome Dance Adventure 03 I m,30.0,0.6774082369227798,6.541551946752551,0.3781702898550719,0.48780186760485383,0.17737448240165604,0.8859767636538781,5.036952601773811,0.509346073956799,0.24961570629546384,0.9341533534756394,0.11280236397213635,0.7743852552931217,0.05446218111206435,0.055303587281648914,1.7798656402023432,0.6155211992842121,2.8507830009229886,1.825844582872951,155.8547154467041,0.11036623215394165,0.420134983127109,2.7769516728624537,17.0,0.4100112485939257,2.292452830188679,20,1,0.98929163813591,0.28611283004283905,2.270305330654557
FNK10,Wednesday Night Funk Fusion,30.0,0.6184512733868766,5.555070008749021,0.5578922495274093,0.4226102500259161,0.0614704293815824,0.7615631024873394,4.8713732264432155,0.8720813667042555,0.10572085938072906,0.8902553738809931,0.1752279800670734,0.7291097177759326,0.025757838841972462,0.13286014099438553,1.4579943758616665,0.6660678739687318,2.1287600571360517,1.5845725616451563,122.26280246348817,0.11104903786468032,0.3119060927892677,2.268292682926829,6.0,0.41056456120737833,2.388617886178862,33,1,1.2359019666910172,0.15367239713668823,3.137119188915801
HOU01,Pacific Ocean,30.0,0.5118111142822834,4.133157833382974,0.41797588600657587,0.4455157980281466,0.2182438192668368,0.2678690995784111,5.71702770076434,0.762134124480252,0.28520503592913615,0.9071965784169362,0.16269942788157246,0.5503463477073083,-0.22219456496867282,-0.4459391488798509,2.1483798044552302,0.6061423313424179,3.326520801735982,1.7155364328739353,399.55558181618585,0.07039106145251396,0.1904761904761904,2.1386138613861387,6.0,0.16269841269841262,2.0730337078651684,39,2,1.9672596603631973,0.18565595149993896,3.3209525718790602
HOU02,Funky House Of Far Different Nature Fupi Con,30.0,0.5996641827293802,5.273119643714531,0.44500650999978586,0.48524661817053555,0.16339032251179245,0.5275477225352455,4.290459440989597,1.1192542623038553,0.2053024606489591,0.9112176449832349,0.14305276576028536,0.6263226359258991,0.17480131905993385,-0.3493578391506014,2.0712511422011843,0.7045658428520438,3.270482283623703,1.7423188770162406,1129.4505785029264,0.14419615145872128,0.3306069737408523,2.213256484149856,11.0,0.387860525182953,2.2164821648216484,42,2,1.985167719423771,0.27089059352874756,3.2349583585896755
HOU03,The Bass of the Future,30.01015873015873,0.34080994976473117,2.572622542460785,0.7249933172948397,0.26107377822257927,0.041913926757551394,0.666067674659469,3.635190948943341,0.7780716495260103,0.03932992152455208,0.878976193737265,0.17709700701344813,0.6668323107002622,-0.07015600096680331,-0.6475816750104428,0.9350995978621067,0.918737808211317,1.4369134139122723,1.6913534286472924,115.48511888384874,0.18013656114214774,0.4796691936595451,2.3008264462809915,9.0,0.5492763611302549,2.2498235709244883,33,2,1.5678619891405106,0.21038725972175598,2.9841841673902554
HOU04,Coming After You,30.0,0.6452753393497451,5.983963425594848,0.6019616717125993,0.4178375709741713,0.07774119042417042,0.8249047122655744,4.605170185669312,0.6158005305733555,0.08771733382707896,0.9313414580060174,0.11586450439094384,0.8542779425672898,-0.03654783243541915,-0.1934330242720636,1.0397095216159005,0.7809938882305199,1.6440898038596068,1.7812545796448538,283.9323740559554,0.09422718808193668,0.3155467720685111,2.4690721649484537,12.0,0.43412384716732527,2.5493230174081236,33,3,1.564287468791008,0.17411652207374573,3.0882966413925415
HOU05,Synthwave House Loop,30.000544217687075,0.4212893174510689,3.2157544968701295,0.5095737410423127,0.3739000512149955,0.10239978130552774,0.4850934196103841,5.293304824403613,1.0644356907631227,0.08660033060277404,0.9382071524462374,0.11679254649081483,0.6712697001629067,0.1281023619404107,-0.07637268433216315,1.645792558552363,0.6414287783687151,2.747667937794997,1.9004585456226757,881.4856394105911,0.09441340782122905,0.239973701512163,2.134502923976608,5.0,0.30111768573307024,2.1451990632318503,27,4,1.78271846473217,0.27838194370269775,2.840344187134625
HOU06,Progress,30.0,0.7683432342283252,8.417389849127172,0.37499999999999933,0.5676701532954768,0.24922360248447165,0.579645259893401,5.141663555862426,0.6914733384543326,0.3682078956237017,0.9355626707443984,0.1076064376756774,0.6868593182560473,0.012939690242896696,-0.030262061642484323,2.4269800315475285,0.686364053927256,3.7099991743252745,1.6813501012811578,186.98598760401595,0.13047796399751707,0.302568981921979,2.4,7.0,0.31993339676498567,2.155448717948718,32,0,1.6164329499006271,0.14125311374664307,3.0788434202211534
HOU07,Blitsky TECHNO Meditation Relaxing Peaceful,30.0,0.6390492916073681,5.881553095172428,0.5520820129293945,0.41102855700334423,0.1555647103561919,0.7622316665848842,4.590056547859312,0.8604738100189208,0.22362781585591007,0.9025892542798226,0.15561906435401737,0.7581686708101248,0.06745830471431649,-0.024230246925748964,3.01161381992643,0.8940825148422398,4.682312895319381,1.6217428996205359,665.9300726738581,0.14220980757293605,0.3592317765168048,2.331444759206799,10.0,0.45504146660846784,2.43006993006993,33,0,1.1473008543252945,0.10526314377784729,3.107109933139663
HOU08,Slampe Synthwave House,30.0,0.753145530842307,8.070075234836803,0.42326478924199407,0.48830491617408994,0.13559066513899753,0.8014372667932279,3.9464244319875896,0.895558167164155,0.23563542077133082,0.9390404208208009,0.11182471193425289,0.7687377399527304,-0.08082173340086,-0.19149305146005963,1.8728485401618478,0.7882189467174509,2.8663867268391336,1.701108433864538,584.8928648184414,0.1985102420856611,0.6444652908067541,3.0533333333333332,16.0,0.6694809255784865,3.316808675445391,28,0,0.9432020708918571,0.14681726694107056,2.761487982053826
HOU09,Out of world trippy techno country track,30.0,0.3531268310030813,2.6619940083411966,0.7140754034462925,0.26462854641616385,0.13676513887525743,0.4183174896729102,6.095824561789676,1.0443845057640682,0.1443807393562659,0.8468552387271613,0.22521180403410807,0.6447930566776737,0.08898497528753924,0.14876970257264915,1.0928268765348685,0.6357461167146717,1.61966738715731,1.569794259917213,439.58398759845437,0.09211669770328988,0.21293800539083552,2.3582089552238807,9.0,0.2813342318059298,2.0365853658536586,32,1,1.8236857503652573,0.1625809669494629,3.12937282154319
HOU10,owzers chamber,30.0,0.43856031249996685,3.373488514513806,0.7011217205895975,0.2898641670002112,0.03770742560489471,0.8115536559837274,5.958424692387446,1.0779543662941913,0.04430372531976252,0.8918699160499459,0.1653431821022485,0.8123484884606818,0.23655671580473142,0.2171358473061058,1.4181756820544014,0.8382443574174524,2.258802165233582,1.7450197129268579,138.61890327255227,0.06815642458100558,0.27959927140255,2.20863309352518,5.0,0.40072859744990874,2.2797927461139897,37,5,2.652855709195137,0.21256417036056519,3.329982565745488
JAZ01,jazz synth dec 17,30.0,0.6607525267213671,6.246335699780169,0.7496867167919787,0.29957093754190023,0.048041298899422394,0.9168449322042265,5.438079308281996,0.7619017474686716,0.08948498313867248,0.9248127351434365,0.1318617317355023,0.8747417533381806,-0.021473547543857982,0.1530331831119819,1.244136374116232,0.8114463339586666,1.8768807865692076,1.6437619119778146,166.81439662500247,0.07473618870266915,0.34634551495016597,2.329608938547486,6.0,0.49501661129568086,2.596949891067538,36,2,1.6514032781124115,0.19129768013954163,3.186808739737452
JAZ02,Electronic Jazz Chromatic,30.0,0.6438545094246438,5.960436708278473,0.5347541605424107,0.462414283489381,0.14468256602342205,0.6893993203660022,5.370638027486658,0.5792634880624424,0.21080621485838238,0.9112213091101621,0.1433735185490147,0.6838356943458775,-0.1307560138916637,0.05064493662700208,1.6901720663917519,0.8170683562805717,2.680659124275522,1.779695710472704,701.3389073016594,0.10291744258224705,0.2889022919179734,2.227906976744186,5.0,0.32478890229191787,2.1890243902439024,35,0,1.554627701640129,0.10421678423881531,3.2872827702598144
JAZ03,Jazz,30.0097052154195,0.5316701959596075,4.367115791514707,0.43024146841307964,0.45103643718939135,0.09501915708812242,0.6675754804100417,4.469732214880449,0.7967758659409423,0.1523867467826698,0.8500911332509786,0.23717759931882487,0.8235337048672121,0.3319337392502416,0.21369383191081875,1.8216058070074748,0.6104619563308177,2.8481020178145373,1.7003155829818046,410.3574826772454,0.08100558659217877,0.19923371647509572,2.260869565217391,4.0,0.21800766283524897,2.285140562248996,33,4,2.105149269104004,0.23595663905143738,3.0516302995605677
JAZ04,jazz improvisation july 14,30.0,0.4145699753151269,3.1563996858536316,0.8072817704258398,0.23471955841214653,0.031027958294080966,0.8278934564459258,5.272999558243399,1.064643686802743,0.04963926371403455,0.8531314529605009,0.20710401389580094,0.841982983148099,0.005974412550571822,-0.29790845661291443,0.9956993704506518,0.8677756328572336,1.4084167397075757,1.5858664091423813,214.57369193442227,0.08535071384233395,0.3665454545454544,2.3886255924170614,6.0,0.5545454545454543,2.7280858676207513,35,0,1.2382422089576721,0.12199035286903381,3.184157724431613
JAZ05,NES chiptune Swingshot Swing Jazz,30.0,0.5902348600839642,5.137047594815434,0.4606572442641645,0.46670799882246505,0.13872163772341212,0.5685367361365908,4.590056547859312,0.6558703246143501,0.19079191579663468,0.8360748801482003,0.2361230683685068,0.5577457718518691,0.3349204654700553,-0.19959657614990722,1.8585775385748802,0.6321919797151784,2.7064100232729293,1.5489389791718915,218.27849554371596,0.08094351334574798,0.23006134969325145,2.3622047244094486,5.0,0.15452453987730055,2.0353535353535355,40,2,2.100231245160103,0.2042204737663269,3.281838893447844
JAZ06,jazz chromatic,30.0,0.7828086335493564,8.761844034801788,0.5911625177287612,0.45906907378782214,0.20355064312613064,0.7217805785705911,4.948759889738736,0.7922104539605848,0.3154623836163591,0.7366947249311679,0.2863687331047234,0.7842402172442295,0.32707198408160404,0.15611970021087912,1.4331019537431675,0.8994574280618599,2.106402536155085,1.419340983427129,810.8073233427268,0.05723153320918684,0.2440347071583513,2.142857142857143,5.0,0.2559652928416485,2.2264150943396226,39,4,2.5257345736026764,0.2032029628753662,3.340869941376716
JAZ07,jazz aug 10 1256 2021,30.002358276643992,0.5210162530731841,4.2400021968737684,0.7205060699137037,0.3208208816132073,0.05603334795963132,0.7681209074992378,5.254887808299884,1.6246938052521827,0.09238329565599562,0.8629274352435822,0.19970209340872386,0.8372945582896472,0.13113300766264668,0.10076608157026938,0.9656310241446577,0.7667181040669463,1.3961048586104836,1.5602458653342395,143.15273233426333,0.06834264432029795,0.2643051771117165,2.171641791044776,4.0,0.3891916439600362,2.279255319148936,47,1,2.0237384736537933,0.15444347262382507,3.399384871301887
JAZ08,Jazz flute,30.005260770975056,0.47760638698600194,3.759199674530766,0.6481458202388425,0.3359373780439099,0.08518751309448971,0.7696190201812533,4.8978397997375165,1.3317826502898733,0.10821191605597086,0.8471361559773922,0.22294635856931483,0.6588338248325825,0.01233459177894937,-0.14700834569105692,1.261254880473606,0.7242678465833613,1.836254935644754,1.5674663689105526,184.53623520541737,0.09813780260707634,0.249841872232764,2.337278106508876,5.0,0.32795698924731176,2.033333333333333,37,1,1.5539174675941467,0.2110472321510315,3.2015325274906496
JAZ09,jazz saxaphone,30.0,0.7932482292168425,9.01915901610983,0.6268944099378871,0.4488568036841483,0.13683229813664574,0.7817690880529504,5.23110861621403,0.6767935769229267,0.25503742338004304,0.8386580510736167,0.21827200352009327,0.7523748961581411,0.24610800151856638,0.48147154538524056,1.207519138118525,1.038670280781798,1.7961339868840989,1.5203275214689567,80.47762327680977,0.0649286157666046,0.3154875717017207,2.1710526315789473,4.0,0.445984703632887,2.2756097560975608,33,3,1.9600297659635544,0.26938551664352417,3.0022707517200673
JAZ10,Ragtime Jazz,29.990793650793652,0.5502690789751908,4.598222623182119,0.537970233212234,0.4255911843980543,0.09129262861830525,0.6794498723931074,5.676753801626488,0.8137796092285045,0.09161220228523201,0.837015827817324,0.23636191617491947,0.4716945096975611,0.12726327476044907,-0.017658883844797878,1.1675092222056924,0.708467885761048,1.693915196107777,1.5454534457218463,508.1323827497551,0.10043451272501552,0.30098887515451167,2.3872549019607843,11.0,0.25525339925834356,2.3267605633802817,42,0,1.7625880166888237,0.12244391441345215,3.389664495869191
SYN01,Nova,29.987845804988662,0.530294981581027,4.35049610355458,0.8957686335403712,0.1386131368528196,0.014169254658385075,0.9923225914491361,4.721470641471496,1.0731609360913497,0.025680198450216997,0.8132500994132178,0.2183968315491098,0.9158479103391479,0.0010450841184839316,0.01327969657001112,0.5819227729580514,0.9200639250532072,0.8232318387971365,1.4902996295668298,44.39274370455618,0.2153320918684047,0.8567310464110693,4.233618233618234,34.0,0.90213317959066,5.299745977984759,32,0,0.7940014600753784,0.12750253081321716,3.0408737511264095
SYN02,Stranger synth retro ambient soundtrack,29.987845804988662,0.5429324995667152,4.505633601514075,0.8117286440267795,0.2027032970773043,0.02984593046704844,0.9747524830450107,4.808111029665411,0.37761742916491403,0.03092479301348652,0.9020470584010589,0.15445632174704313,0.9773050683465471,0.011629796492165992,0.07900193771863087,1.0453032663177237,0.7694076994685434,1.6239861086986604,1.7863595620286876,99.68876523378296,0.23755431409062694,0.8343349882414423,3.6828143021914648,24.0,0.8765351450222105,4.490629183400268,33,0,0.9180545583367348,0.08412793278694153,3.063637022350842
SYN03,Eyeless Retrowave,30.000544217687075,0.3493868319521744,2.634533140380827,0.6197791872210467,0.30771944439582355,0.03240377193865561,0.7875895377112564,4.751432692806487,1.3395841392836005,0.046079294594942366,0.9429031430676776,0.10494181423331629,0.8963178382920792,0.008245479018886712,0.0860284815955778,1.2357035529249005,0.5966177930069971,2.1305786004961047,2.040993353184937,712.0401101810883,0.09335816263190565,0.24069148936170207,2.193939393939394,5.0,0.3447473404255318,2.211087420042644,34,3,1.8660513311624527,0.31569570302963257,2.9908409180708424
SYN04,Futility Belt,30.0,0.7315715725446331,7.60151136660532,0.3141658149225563,0.6064290884978947,0.23807885840081724,0.5212186471942449,4.375757021342337,0.4900111747817387,0.38759963088371613,0.8514426199777876,0.24352741177192946,0.6532663579318643,0.337218608193671,0.1906040492782424,2.6019577866958206,0.5893685531614994,3.8813408088496857,1.6402676571458725,748.2508148042331,0.1042830540037244,0.24999999999999994,2.3728813559322033,9.0,0.35654761904761895,2.079861111111111,36,2,1.6467472165822983,0.18684148788452148,3.0541391637608166
SYN05,Aerobics Synth Wave,30.01015873015873,0.738888865727606,7.757304659025132,0.4876980114593858,0.47365085113666267,0.29156274575890306,0.606729980192695,4.610157727179839,0.5876722659488742,0.4144288720427519,0.7834462953845209,0.2825270812383693,0.7054273334779315,0.023597644358724527,-0.07211508078125659,2.0344858006156232,0.7117601155448172,2.6449444866869554,1.341516637379303,199.4988377969201,0.10397268777157045,0.2638805970149253,2.1881188118811883,6.0,0.2910447761194029,2.1763392857142856,38,2,1.7398708760738373,0.1853819489479065,3.28360637761744
SYN06,Synthwave Auferstanden aus Ruinen 2 45,30.0,0.431159318899385,3.304970227918647,0.698059006211179,0.30330140625456276,0.03136645962732913,0.6895302928869782,4.867534450242568,0.9530348330352911,0.06326987458837581,0.9477480958409734,0.09053350372047743,0.8714237852647967,0.020032396141712937,0.09689525686914392,0.9193610927130212,0.6029537365157948,1.444826597822428,1.7856370220314204,461.8301769880145,0.0531967721911856,0.13185530921820296,2.173076923076923,4.0,0.2158693115519252,2.1142857142857143,29,3,1.8237696290016174,0.280217707157135,2.9255400618556666
SYN07,Tech rave,30.0,0.42779738268969586,3.274306852677312,0.7824191336613684,0.2561869574438735,0.018782770025006022,0.7856502405399103,5.262690188584554,0.9052255635313038,0.05678698942427233,0.8878311889907667,0.17523986633268593,0.870306840033886,0.049057413029738046,-0.05032001179038982,0.7340685675543729,0.8884488912854589,1.049730823256826,1.484780010255062,153.3884405743429,0.06654252017380509,0.29570895522388047,2.1133333333333333,4.0,0.5079291044776117,2.302325581395349,38,5,2.5637498944997787,0.24880370497703552,3.254644669904086
SYN08,03 HoliznaCC0 Cyber Anxiety,30.0,0.49109785983302956,3.9024805432828393,0.5395962732919246,0.4172839946255572,0.13104985077034745,0.3958479571659574,5.105945473580532,0.8489228216669816,0.13744983940671143,0.8616157433112498,0.23550915732798366,0.6468158850919895,0.19622114043520225,0.12583427100969868,1.3745861607662442,0.6597888839554356,2.067954810657381,1.5610640304948906,504.9138701217333,0.07622594661700807,0.18485342019543968,2.27,5.0,0.21091205211726377,2.0555555555555554,35,1,1.4687113165855408,0.18515929579734802,3.123287028563681
SYN09,Good Ending Diamond Dust,30.0,0.25253303053508497,2.014095542716863,0.9471590282627056,0.0725728485839824,0.01867948105406296,0.9332645474241735,6.23048144693575,0.9127183593144803,0.02999263871890841,0.9347352699906725,0.1120904031792294,1.0017312341525557,0.032879052838009674,0.3439907791939815,0.4108847692708103,0.723252296946526,0.6695870087886377,1.9218477911638898,373.272901217857,0.1288019863438858,0.6891566265060239,2.9363449691991788,12.0,0.7932530120481927,3.439916405433647,42,1,1.522672325372696,0.18192058801651,3.267017445460599
SYN10,04 HoliznaCC0 Lost In The Jungle,30.01015873015873,0.5398917506687546,4.467807424090429,0.4847189922480613,0.4442618333991314,0.13960271317829437,0.5726213949690285,5.07829394224958,1.0253796019974541,0.17429778809995106,0.9070743699148127,0.16259848731403084,0.5878527219028096,0.15774284418004708,0.04224571724217743,3.0453004820773097,0.6119346205589646,4.464448007834935,1.5970007932577373,404.834810493404,0.09031657355679702,0.2096219931271477,2.2426470588235294,8.0,0.21924398625429548,2.2,31,2,1.4729276448488235,0.2115234136581421,2.9417247400603137
