id,category,cluster_blind,axis1,axis2,axis3,axis4,axis5
FNK05,funk,5,0.9940990445696305,0.8580861045038402,-0.2802122393108263,-1.6272783707889762,0.5012866264131808
FNK06,funk,5,2.3450032443178004,-1.1938902706873997,-0.3121763048106044,0.5240608333962069,-0.309621877560873
FNK07,funk,1,7.567594180115676,0.8261846492096452,1.9583796051223807,3.7877749566214733,-1.3497104393714354
FNK08,funk,3,0.6666522279118832,-0.7145007162475184,-2.621606832220209,1.1278433348996504,-0.4015714390899027
FNK09,funk,1,2.851126954265243,2.088259354218753,3.9500234578052904,1.3766891953417562,-0.9391279318867599
FNK10,funk,5,0.6028480851651892,0.3243225289058546,-0.23786716349890566,-0.29176226667016036,-1.400298694378196
HOU01,house,5,1.9540844915763766,-3.131797065418935,0.9586560034029092,-2.7506350341491235,0.6461311916783411
HOU02,house,5,2.5126443318578957,-1.582476798259447,1.1290623238641062,-1.126262666825806,3.2125170505662126
HOU03,house,2,-1.3575238313032163,1.2470783478158725,0.28964953601742827,-0.6445074726386003,-1.0468491365269303
HOU04,house,2,-0.44235715978888374,0.744914322421825,1.5493123695358937,0.787564158197335,-0.802780868401686
HOU05,house,0,0.35376164747023325,-2.3534520613492607,2.780701146924317,-0.34721494083571264,1.8910578780358096
HOU06,house,5,4.1163203049880375,-0.1510172711419316,1.7968403478960628,-1.5101382104933883,-0.645837835831173
HOU07,house,5,3.2071716971154136,1.1702029373947838,0.6913406302571014,-2.0389852062224376,0.8093704586869551
HOU08,house,1,2.6782382492804504,4.5984661164506795,2.5785759027291575,-0.7630105539571457,0.6573806998626295
HOU09,house,3,-0.4239104671944171,-1.407907465821159,-1.7438825003070109,-1.0720125438635928,0.4565835278230626
HOU10,house,0,-1.7520425305823015,-1.791563683723214,-1.0397011664982974,1.2387180632574581,0.494915381835325
JAZ01,jazz,2,-1.1505435914381026,0.6883700941071759,0.06631274094621256,0.7592152651943131,-1.21150644524329
JAZ02,jazz,5,1.4085077488454951,-0.40012583529492945,0.7765840065491982,-1.9221241543606302,-0.06972260066653888
JAZ03,jazz,3,1.6458424086718342,-2.251430425332121,-0.3855681540871145,2.095652502092761,0.6462299465638691
JAZ04,jazz,2,-1.921050145286699,1.4643059513585466,-1.6698392642346567,-1.0962660806258036,-1.5439210763447462
JAZ05,jazz,3,2.568571432361662,-2.4719478105033525,-1.631943650919952,0.3554553922008604,0.12363359608576463
JAZ06,jazz,6,3.4350557103354498,-1.9930780712560352,-4.072852761409366,2.472454650416242,0.8653723927910233
JAZ07,jazz,3,-1.4648020897910021,-1.0783566588462004,-2.8770013400734133,-0.500150949769888,-0.8344949019971818
JAZ08,jazz,3,-0.01149168935914718,-0.7688677730941174,-1.637447411061083,-0.8563681531992203,-1.1095303970035149
JAZ09,jazz,6,2.1877544399844338,-0.27222419684653537,-2.0047649807625407,2.8079238626656,-1.2036589095468972
JAZ10,jazz,3,0.893967466379662,-0.7612445982165015,-2.538453531643273,-1.4497390716669485,0.5441590049118218
SYN01,synthwave,4,-2.540611084100841,9.732304134525188,-2.5131648949862875,1.4568711384216841,1.7054865602227736
SYN02,synthwave,4,-2.475233780339846,7.968099844820447,0.44950780459711037,0.9470867608062989,1.1347693670621852
SYN03,synthwave,0,-2.0500131201249805,-1.6621644820969617,2.6968952343311954,0.4832405681701625,1.059668448221631
SYN04,synthwave,6,5.5805922951726386,-1.4246513233052474,-0.07904817857738762,0.699800558696224,1.7640977066242256
SYN05,synthwave,6,4.373263168175617,-0.9649781135014959,-2.7168169254858783,0.5588764035544661,-0.949231407276931
SYN06,synthwave,0,-1.894762535613135,-2.072836198471951,2.1338975875780153,1.0863777747031584,-0.5911415273408551
SYN07,synthwave,0,-2.563737004810682,-1.2649662064857776,-1.5990955463695724,1.7985471671045714,-0.6370179128053302
SYN08,synthwave,3,1.2771165502035506,-1.9968051791422423,-1.238877499787924,-0.47945524341048246,0.31140032084272773
SYN09,synthwave,7,-5.544456006262843,3.4987929907977033,0.07677150371701658,0.5655938896258135,1.4025388762949342
SYN10,synthwave,5,3.115062917473466,-1.7167572601662524,1.0303292820167718,-1.2011225550063864,0.9292351260242725
